0.568 liter, pint
konvergierte, converged
konversation, colloquy
konversationslexikon, encyclopaedia
konverter, converter
konvertierbar, convertible
konvertierbare währung, convertible currency
konvertierbare werte, convertible assets
konvertierbarkeit, convertibility
konvertierbarkeit, convertivility
konvertieren, convert
konvertiert, converted
konvertierung, conversion
konvertierungszeit, conversion time
konvexbogen, ogee arch
konvex, convex
konvexe stufe, convex step
konzentrat, concentrate
konzentrate, concentrates
konzentration, concentration
konzentrationen, concentrations
konzentration qualifizierter arbeitskräfte, localization of labour
konzentrationsfähigkeit, concentrativeness
konzentrationskoeffizient, coefficient of concentration
konzentrationslager, concentration camp
konzentrator, concentrator
konzentrieren, concentrate
konzentrierend, concentrating
konzentriert, concentrated
konzentrierte, concentrated
konzentrierte neu, refocused
konzentriert, funnelled
konzentriert, lumped
konzentriert neu, refocuses
konzentrisch, concentric
konzentrische beschaffenheit, concentricity
konzentrischer, concentrical
konzentrisches, concentrically
konzentrische stadt, town with concentric plan
konzentrisch geordneter dekor, tangential decoration
konzentrizität, concentricity
konzept, concept
konzepte, concepts
konzeptualisierung, conceptualization
konzern, affiliated group
konzernbilanz, consolidated balance sheet
konzernbildung, consolidation
konzernbuchführung, entity accounting
konzern, combine
konzerngewinn, consolidated profit
konzern, trust
konzernunternehmen, allied company
konzernverlust, consolidated loss
konzert, concert
konzerte, concerts
konzertflügel, concert grand
konzerthaus, concert hall
konzertmeister, concert hall
konzertveranstaltungen, concerts
konzertzeichner, stag
konzession, concession
konzessionen, concessions
konzessionieren, franchise
konzessioniert, concessionary
konzessionierter händler, licensed dealer
konzessionsinhaber, concessionaire
konzipieren, design
konzipieren, prepare a draft for
konzipiert für, designed for
kooperation, cooperation
kooperativen, cooperatives
kooperieren, cooperate
kooptieren, co opt
koordinate, coordinate
koordinaten, co-ordinates
koordinaten, coordinates
koordinatenschreiber, coordinatograph
koordinatensystem, coordinate system
koordinatenwandler, resolver
koordination, co-ordination
koordination, coordination
koordinator, co-ordinator
koordinator, coordinator
koordinieren, align
koordinieren, co-ordinate
koordinieren, coordinate
koordinierend, coordinating
koordiniert, co-ordinate
koordiniert, coordinated
koordiniert, coordinately
koordinierte, coordinated
koordinierung, coordination
kopal, copal
kope, copy
kopenhagen, copenhagen
köperstoff, twill
kopfabstand, head gap
kopfarbeit, mental work
kopfauswahl, head selection
kopfball, header
kopfballtor, headed goal
kopfband, supporting strut
kopfbedeckungen, headpieces
kopfbedeckung, headgear
kopfbretter, headboards
kopfbrett, headboard
köpfchen, gumption
kopf der seite, head of page
kopfdurchlaß, head hole
köpfe, heads
kopf einer liste, head of a list
kopf eines briefes, head of a letter
köpfen, behead
köpfend, decapitating
kopfende, end-of-heading
kopfende, top
kopfgelenk, front end joint
kopfhaut, scalp
kopf, head
kopf hoch, bear up
kopfhöhe, headroom
kopfhörer, ear-phone
kopfhörer, headphones
kopfkissenbezug, pillow case
kopfkissen, pillow
kopflastigkeit, top-heaviness
kopflastig, top-heavy
kopflehne, headrest
kopflehnen, headrests
kopflosere, more headless
kopfloseste, most headless
kopflos, headless
kopflosigkeit, headlessness
kopfnuss, clout
kopfnüsse, clouts
kopf oder zahl, heads or tails
kopf oder zahl, pitch-and-toss
kopf-positionierungsfehler auf disk oder platte, disk seek error
kopframpe, dead-end ramp
kopfrechnen, mental arithmetic
kopfreliquiar, head-reliquary
kopfsalat, lettuce
kopfschmerzen haben, suffer from headaches
kopfschmerzen, headache
kopfschmerz, headache
kopfstein, boulder
kopfstein, cobble
kopfsteinpflaster, bouldering
kopfsteinpflaster, setts paving
kopfstrebe, up brace
köpft, decapitates
kopftuch, kerchief
kopfüber, head first
kopf und kragen riskieren, ride for a fall
kopf weg, mind your head
kopfweh, headache
kopfzeile, header
kopfzeile, heading line
kopfzeile, headline
kopie, carbon copy
kopie, certified copy
kopie, copy
kopie eines kunstwerkes, replica
kopien, copies
kopien, duplicates
kopierapparat, photocopier
kopierbar, copyable
kopieren, copy
kopieren, copying
kopierend, copying
kopieren, duplicate
kopieren, xerox
kopie, replica
kopierer, copier
kopiergerät, photocopier
kopierstift, copying pencil
kopiert, copied
kopierte, copied
kopierte wieder, recopied
kopiert wieder, recopies
kopierverfahren, xerography
kopilot, copilot
koppeleditor, link editor
koppel, enclosure
koppeln, interlink
koppel, paddock
koppelpunkt, crosspoint
koppelt, couples
koppelt los, uncouples
koppelung, coupling
koppler, coupler
kopplung, coupling
kopplung, docking
kopplungsgeschäft, package deal
kopplungsspule, coupling coil
koptisches kreuz, coptic cross
kopulation, zygosis
kopulativ, copular
kopulative, copulative
kopulativen, copulatory
kopulatives, copulatively
koralle, coral
korallenbank, coral reef
korallen, corals
korallenschlange, coral snake
koran, koran
korb, basket
korbbogen, basket-handle arch
korbbogentreppe, basket-handle stairs
körbchen, basket
körbchen, cup
körbe, baskets
korbflasche, carboy
korbflasche, wickerbottle
korbflechten, basketry
korbflechtwaren, wickerwork
korbgeflecht, basketwork
korbkapitell, basket capital
korbsappe, gabioned sap
korbwaren, wicker
korbweide, osier
korbwiege, bassinet
korbwiegen, bassinets
kord, corduroy
kordelbogen, arch decorated with cable moulding
kordel, cord
kordhose, cords
kordon, cordon
kordsamt, cord velvet
koreaner, korean
koriander, cilantro
korinthe, currant
korinthenbrötchen, bun
korinther, corinthian
korinthische säule, corinthian column
korinthisches kapitell, corinthian capital
korkade, cockade
korkaden, cockades
korkartig, corky
kork, cork
korkeiche, cork oak
korken, cork
korkenzieher, corkscrew
kormoran, great cormorant
kormoran, sea raven
körnchen, granule
korn, corn
körnend, granulating
körnen, granulate
körner, centre punch
körner, grains
kornettist, cornetist
kornfeld, corn field
korn, grain
kornhaus, granary
körnige, granularly
körnigere, more granular
körniger, grainier
körnig, grainy
körnig, granular
körnigkeit, granularity
körnigste, grainiest
kornkammer, granary
kornkammern, granaries
kornkasten, grainstore
körnt, granulates
körnung, granulation
körnung, urban composition
korollar, corollary
koronar, coronary
korone, prayer-rope
körperbau, physique
körperbehinderter arbeiter, handicapped worker
körperbehinderter beschäftigter, handicapped employee
körperbehinderter, physically disabled person
körperbehinderter, physically handicapped person
körperbehindert, physically disabled
körperbehindert, physically handicapped
körperbewegung, body movement
körper, bodies
körper, body
körper, field
körpergeruch, body odour
körperhaltung, posture
körperlich, bodily
körperliche beanspruchung, physical strain
körperliche beschaffenheit, corporality
körperliche ermüdung, physical fatigue
körperliche fähigkeit, physical ability
körperliche fähigkiet, physical ability
körperliche leistung, muscular effort
körperlichen, somatically
körperliche oder geistige fähigkeit, capability
körperlicher schaden, harm
körperliches, corporeally
körperlichkeit, corporeality
körperlichkeit, materiality
körperlich, material
körperlich, physical
körperlos, bodiless
körperlosigkeit, immaterialness
körperreliquie, corporeal relic
körperschaden, bodily harm
körperschaden, bodily injury
körperschaden, physical injury
körperschaft, body
körperschaft, corporate enterprise
körperschaft, corporation
körperschaft des öffentlichen rechts, public corporation
körperschaftlich, corporative
körperschaftssteuer, corporation tax
körperschmuck, body decoration
körperseitig, this side of the body
körperteil, part of the body
körpertemperatur, body temperature
körper, torso
körperumfänge, girths
körperumfang, girth
körper, vase
körperverletzung, battery
körperverletzung, bodily harm
korporale, corporal
korregieren, corrects
korrekt, correct
korrekte kleidung, decent clothes
korrektere, more correct
korrekteste, most correct
korrektheit, correctness
korrektor, corrector
korrektor, proof-readers
korrektur, amendment
korrekturbogen, proof
korrektur, correction
korrektur durch abdecken, cover-up correction
korrekturen, corrections
korrekturfahne, galley-proof
korrekturhilfe, spelling check
korrekturlesen, proof-reading
korrekturlesen, proofreading
korrekturtaste, unlock key
korrektur über tastatur, keyboard correction
korrelation, correlation
korrelationskoeffizient, coefficient of correlation
korren, gnarls
korrespondent, correspondence clerk
korrespondent, correspondent
korrespondenzbank, correspondent bank
korrespondenz, correspondence
korrespondenzdrucker, letter quality printer
korrespondieren, correspond
korrespondierende frage, interlocking question
korrespondieren mit, communicate
korrespondiert, corresponds
korridor, corridor
korridore, corridors
korrigierbar, correctable
korrigierbar, rectifiable
korrigieren, adjust
korrigieren, correct
korrigierend, righting
korrigiernd, corrective
korrigiert, corrected
korrodieren, corrode
korrodiert, corrodes
korrodierte, corroded
korrosion, corrosion
korrosiv, corrosive
korruption, corruption
korrupt, venally
korse, corsican
korsett, corset
korso, corso
kortikal, cortical
kortison, cortisone
korvette, corvette
korvetten, corvettes
körzitivkraft, coercive force
koscher, kosher
kosekante, cosecant
kosename, pet name
kosinus, cosine
kosmetika, cosmetics
kosmetik, beauty culture
kosmetikbeutel, vanity bag
kosmetikerin, beautician
kosmetikerinnen, beauticians
kosmetikkoffer, vanity box
kosmetikkoffer, vanity case
kosmetiksalon, beauty parlour
kosmetiksalon, beauty shop
kosmetiksalons, beauty parlours
kosmetikstift, cosmetics pencil
kosmetisch, cosmetic
kosmetisch, cosmetical
kosmetische, cosmetically
kosmisch, cosmic
kosmische, cosmic
kosmischen, cosmically
kosmischer, cosmologic
kosmographisch, cosmographic
kosmologe, cosmologist
kosmologie, cosmology
kosmologisch, cosmological
kosmologische, cosmologically
kosmonaut, cosmonaut
kosmopolit, cosmopolitan
kosmopolitisch, cosmopolitan
kosmopolitisch, cosmopolitical
